mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.5407220522562662,0.009041461436339004,0.010457197825113932,0.0010818384887412071,0.8,7,100,1,"{'colsample_bylevel': 0.8, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1}",-0.18549815542856757,-0.1924694874507917,-0.1903630860014383,-0.18944357629359918,0.002919359646466978,14,-0.17308060710899056,-0.1798916307199179,-0.1787969219931414,-0.17725638660734996,0.002986352023602164
0.45397472381591797,0.06434471556984786,0.01067964235941569,0.0009490451984793477,0.9,7,75,1,"{'colsample_bylevel': 0.9, 'max_depth': 7, 'n_estimators': 75, 'subsample': 1}",-0.1848119312575332,-0.1912801965704075,-0.19293241795614588,-0.18967484859469552,0.00350413400123609,15,-0.1729449232504626,-0.17982736890825823,-0.1797545395753502,-0.177508943911357,0.003227386917485649
0.3172590732574463,0.004434005962627156,0.010156949361165365,0.00029080873187842856,0.9,7,50,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",-0.18571097888344199,-0.1905813327399823,-0.1943850398738591,-0.1902257838324278,0.0035500840164345788,16,-0.17615692146044362,-0.18088270144825935,-0.18375918405624303,-0.18026626898831533,0.003134069864901671
0.5098600387573242,0.05372014581912131,0.010433276494344076,0.0013073646256357245,0.9,7,75,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 7, 'n_estimators': 75, 'subsample': 0.9}",-0.18417489089718933,-0.19231593723249504,-0.19425629237188446,-0.1902490401671896,0.0043675097048106225,17,-0.17421338299977493,-0.18010084298291498,-0.1807715126353673,-0.17836191287268574,0.0029462037184038686
0.4080182711283366,0.006691173039962403,0.012420733769734701,0.0025320010994403035,0.8,5,100,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-0.18658304731142206,-0.19160422700540541,-0.1926391708733113,-0.19027548173004627,0.0026449109820319097,18,-0.17963450291885225,-0.1851748406858731,-0.18571873036425465,-0.18350935798965998,0.0027489186189464756
0.4457131226857503,0.009062407845287581,0.010091304779052734,0.0006418094709198574,1,7,75,0.8,"{'colsample_bylevel': 1, 'max_depth': 7, 'n_estimators': 75, 'subsample': 0.8}",-0.18662985586665823,-0.19078064755276944,-0.1950181914651873,-0.19080956496153834,0.0034245847135854785,19,-0.17474315176261995,-0.17887697254621585,-0.18254332368873333,-0.17872114933252306,0.003186312516026007
0.31540671984354657,0.007930352204076889,0.012309710184733072,0.002009209306897636,0.8,7,50,1,"{'colsample_bylevel': 0.8, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1}",-0.1839003900047366,-0.19284978085691498,-0.195894128665531,-0.1908814331757275,0.005090398557505791,20,-0.17587974846697205,-0.18134003843704463,-0.18420325527440867,-0.18047434739280846,0.0034527532136363302
0.2990805308024089,0.0070678982499631764,0.009961525599161783,0.0009678330477799663,0.8,7,50,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",-0.18624202942815066,-0.19403316675098845,-0.19343451690897293,-0.19123657102937067,0.003540120502946604,21,-0.17489647561076033,-0.18281305978387463,-0.1812942113280777,-0.17966791557423756,0.003430423166483481
0.2939802010854085,0.009279958597240253,0.012375116348266602,0.0003466155181580342,0.9,7,50,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.9}",-0.1868385281722748,-0.19372927815426524,-0.19351265644007296,-0.19136015425553768,0.0031984952784496626,22,-0.17779852145839622,-0.18417295288402086,-0.1810054221766081,-0.18099229883967505,0.0026023672769841587
0.4542362689971924,0.010269280574075092,0.010381460189819336,0.001214769231775816,1,7,75,0.9,"{'colsample_bylevel': 1, 'max_depth': 7, 'n_estimators': 75, 'subsample': 0.9}",-0.18466007962068215,-0.19399074192311072,-0.19550229413822862,-0.19138437189400714,0.004794669085389231,23,-0.17378563737270736,-0.1809428769220893,-0.180466921551755,-0.17839847861551725,0.00326755378707714
0.2937646706899007,0.0057580981709430415,0.010085980097452799,0.0007306650095697075,1,7,50,1,"{'colsample_bylevel': 1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1}",-0.1850907324030479,-0.19402583826633804,-0.19631656915406098,-0.19181104660781564,0.0048431277261768374,24,-0.17504797782551335,-0.1834777262796294,-0.1853240172710668,-0.18128324045873648,0.004472961188088382
0.4183793067932129,0.014651481197392189,0.01776432991027832,0.007944918856160922,0.8,5,100,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.9}",-0.18646045823379448,-0.19120477488583568,-0.1988633903479889,-0.19217620782253966,0.005109856013640944,25,-0.18116557307766326,-0.1850273521758191,-0.18895931380643627,-0.1850507463533062,0.0031818243302115246
0.3077530066172282,0.010561495058759356,0.010270516077677408,0.00017270562364042234,0.8,7,50,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.9}",-0.186874918770808,-0.19424690018428364,-0.19565326120809726,-0.1922583600543963,0.003849722316627321,26,-0.17731780964768054,-0.18279934691180427,-0.18365518087496654,-0.1812574458114838,0.0028075686718209017
0.2969277699788411,0.0045067638950993145,0.013349215189615885,0.0038362388418581835,1,7,50,0.8,"{'colsample_bylevel': 1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",-0.18814280637994724,-0.19403683963506327,-0.19463110843858328,-0.19227025148453128,0.002928610725381035,27,-0.17867986422763038,-0.18314982855985737,-0.18324315349601958,-0.18169094876116912,0.002129499148785073
0.38300156593322754,0.0077137511201367335,0.009613672892252604,0.0020089967232230746,0.8,5,100,1,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",-0.18679318707039771,-0.1935136317595078,-0.19807296562499624,-0.19279326148496725,0.004633037237027593,28,-0.18101616230471915,-0.18499215224883245,-0.1889273401484459,-0.18497855156733248,0.003229739148669357
0.41463931401570636,0.014127280192398058,0.009890000025431315,0.0002927579089345958,0.9,5,100,1,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",-0.18581834770895128,-0.19618071156511774,-0.19682477257811873,-0.1929412772840626,0.005043530373730515,29,-0.17881690786739438,-0.1878313679493214,-0.18722373760763347,-0.18462400447478308,0.004113723529333979
0.3112833499908447,0.007293970642551192,0.012032032012939453,0.0015585270243813096,1,7,50,0.9,"{'colsample_bylevel': 1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.9}",-0.18710509917193285,-0.19358316050405192,-0.19822996038426402,-0.1929727400200829,0.004562170106710498,30,-0.17780718127309889,-0.18233051138194095,-0.18627857607445106,-0.18213875624316364,0.0034610894233877464
0.40412036577860516,0.0028012936093149473,0.01112969716389974,0.0012752033743721636,0.9,5,100,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-0.1885187204575433,-0.19353241424110892,-0.1975626318416948,-0.19320458884678238,0.0036994310731940324,31,-0.18146019341479916,-0.18576686766637027,-0.18785615875691833,-0.18502773994602925,0.0026629339088844314
0.32809774080912274,0.007680621983712489,0.009712934494018555,0.00015158710007642817,0.9,5,75,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 75, 'subsample': 0.9}",-0.18955219829561124,-0.19333141574556634,-0.19676761997138573,-0.19321707800418775,0.0029467928701258435,32,-0.1821539838051749,-0.18539331678887247,-0.1887497255504972,-0.18543234204818151,0.002692841686260691
0.2994968891143799,0.005971417272453222,0.013756672541300455,0.004757247833833786,0.8,5,75,1,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 75, 'subsample': 1}",-0.18615306226606704,-0.19786564204881393,-0.19645857447511725,-0.19349242626333274,0.00522140834785068,33,-0.18065630449915077,-0.1886108831983239,-0.1864136697062132,-0.18522695246789597,0.0033541073251685707
0.4229256312052409,0.011538809091558118,0.0098570187886556,0.0007627306178828958,0.9,5,100,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.9}",-0.18809645935197913,-0.19492376603551467,-0.19767858143713066,-0.1935662689415415,0.004027932859734744,34,-0.181070510293542,-0.18666927511020825,-0.1877398211145183,-0.18515986883942284,0.0029244551828118575
0.42170190811157227,0.002549373622794699,0.010137001673380533,0.0003290255479583861,1,5,100,0.9,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.9}",-0.1891974069617218,-0.1933048983380533,-0.19861025412847425,-0.19370418647608312,0.0038531369219583825,35,-0.18209495383682284,-0.18589025234227624,-0.18886669258356797,-0.18561729958755568,0.0027712799471573306
0.2978631655375163,0.009146022018031098,0.010264952977498373,0.0002483420178982906,0.9,5,75,1,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 75, 'subsample': 1}",-0.18985420118193874,-0.1923671592870576,-0.19941652257559353,-0.19387929434819662,0.004047584624705738,36,-0.18353255067965116,-0.1847584835779683,-0.18962820832918495,-0.18597308086226813,0.002632577376811724
0.3280646006266276,0.007213364333653001,0.010201772054036459,0.00030207839919287033,0.9,5,75,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 75, 'subsample': 0.8}",-0.1891129887670303,-0.19604524190411876,-0.1967843399197808,-0.1939808568636433,0.003455302333487455,37,-0.18076213031267035,-0.18797768763240333,-0.1876884341268164,-0.1854760840239634,0.003335359709914702
0.3068787256876628,0.01052500127468527,0.009637037913004557,0.00019080491898704438,0.9,7,50,1,"{'colsample_bylevel': 0.9, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1}",-0.18716295862165136,-0.1969690175452897,-0.1979480390719874,-0.1940266717463095,0.004869807606099552,38,-0.17843730915121594,-0.1853113594084121,-0.18398826771772123,-0.18257897875911644,0.00297799857412644
0.40951991081237793,0.005156775463457001,0.010022799173990885,0.0007831131634312786,1,5,100,0.8,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-0.18933505945034795,-0.1938910907076384,-0.1992173078780956,-0.19414781934536066,0.004038493175430681,39,-0.1821077278598889,-0.18586438829553206,-0.18965366259794703,-0.18587525958445603,0.003080624547766271
0.3153323332468669,0.005003637927388961,0.009572347005208334,0.00018100082939190981,1,5,75,1,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 75, 'subsample': 1}",-0.18866477980312132,-0.19461788561077858,-0.19951064186236594,-0.1942644357587553,0.004434852575562647,40,-0.1826790086434625,-0.18896854322576612,-0.18951850341664844,-0.187055351761959,0.0031026760891202368
0.31262803077697754,0.0024987930732044113,0.011971314748128256,0.003460284225459726,0.8,5,75,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 75, 'subsample': 0.9}",-0.18879015803940014,-0.19558194180284336,-0.19911706475869642,-0.1944963882003133,0.004285251495166196,41,-0.1827681257584641,-0.18849696676955333,-0.19066228792072712,-0.1873091268162482,0.003330432592224546
0.39148449897766113,0.016029803084144104,0.010760784149169922,0.0008129544254871895,1,5,100,1,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1}",-0.18836604058216333,-0.19653358353293865,-0.1986242006329814,-0.19450794158269447,0.004426050224898924,42,-0.18132816792154607,-0.18641626370518372,-0.19024366901611886,-0.1859960335476162,0.003651847475897557
0.32138609886169434,0.011675607632057381,0.009572982788085938,0.00027673177820918953,1,5,75,0.9,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 75, 'subsample': 0.9}",-0.19024235175136403,-0.1928293717006032,-0.20098185041040045,-0.19468452462078925,0.0045764179682234235,43,-0.18075097769159873,-0.18632917666798518,-0.19084597057741273,-0.18597537497899888,0.004128849885662754
0.31649287541707355,0.015430045944474124,0.01377542813618978,0.001456562893007589,0.8,5,75,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 75, 'subsample': 0.8}",-0.18811498994883588,-0.19760916215687876,-0.19961357439603133,-0.195112575500582,0.005015248067751027,44,-0.18098610052423264,-0.18935329932086167,-0.18982125394885055,-0.18672021793131496,0.004059131451605327
0.2489744027455648,0.009512428931514941,0.015609661738077799,0.004469808818612113,0.8,5,50,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.9}",-0.1898611805246565,-0.19375250099114616,-0.20404171090781542,-0.1958851308078727,0.005982359787370231,45,-0.18497510089122143,-0.18815097198335798,-0.19598149069757936,-0.1897025211907196,0.004625338391189938
0.2350780169169108,0.020690512959735292,0.009920994440714518,0.0005081810716184615,0.9,5,50,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",-0.19223640999057615,-0.1957504433724663,-0.19983663925455142,-0.1959411642058646,0.003105710014737976,46,-0.18573256267758315,-0.18845403387178178,-0.19104771261643688,-0.1884114363886006,0.0021701099246050873
0.2094453970591227,0.0051814574084026776,0.009851932525634766,0.00028424961195849276,0.9,5,50,1,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1}",-0.19094260778630265,-0.19753169714262828,-0.19948693940632603,-0.19598708144508567,0.003655204412711111,47,-0.18603607007193762,-0.18926731636340843,-0.1907396059295292,-0.18868099745495845,0.0019644574802757417
0.2628670533498128,0.007627501189058252,0.009894609451293945,0.00014062102154926759,1,5,50,0.9,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.9}",-0.19255629209261158,-0.19513472380668684,-0.20045704353482102,-0.1960493531447065,0.003289668520015185,48,-0.18671887144569857,-0.1873876280881783,-0.19292182487260617,-0.1890094414688277,0.0027799120831825154
0.2557338873545329,0.02109056122854915,0.011965513229370117,0.0018787921677559732,0.8,5,50,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",-0.19269626932028297,-0.1964045012821391,-0.19994444301901496,-0.196348404540479,0.0029593203752512937,49,-0.18818209106602043,-0.19023876730533668,-0.1922312547347359,-0.19021737103536432,0.0016531333792302566
0.22053027153015137,0.009541340858109188,0.011576970418294271,0.0034878805653723,0.9,5,50,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.9}",-0.19294633860524918,-0.19565166150838956,-0.20080421562030168,-0.19646740524464681,0.003259410598902282,50,-0.18619979515983154,-0.1882967354682206,-0.1924282183103779,-0.18897491631281002,0.0025875677999544263
0.2160946528116862,0.003094123338980545,0.010503530502319336,0.00107036740565901,1,5,50,1,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1}",-0.1921185484800053,-0.19422002199768174,-0.20350568188989815,-0.19661475078919508,0.004947574915205198,51,-0.1861116951249514,-0.1899373652641719,-0.19390190764764267,-0.18998365601225534,0.003180509383960643
0.3151856263478597,0.00542397939341025,0.011442422866821289,0.0014501325536097143,1,5,75,0.8,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 75, 'subsample': 0.8}",-0.19174961918690084,-0.1958437754556162,-0.20243053994858812,-0.1966746448637017,0.004399869320735929,52,-0.18298543054727437,-0.18723047027214287,-0.19153776118607513,-0.18725122066849745,0.003491505193375698
0.20986628532409668,0.0066988735704971315,0.011530478795369467,0.001114684284691897,0.8,5,50,1,"{'colsample_bylevel': 0.8, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1}",-0.19131910945902625,-0.19971765054935045,-0.20065917729223506,-0.19723197910020393,0.0041986615880986134,53,-0.18608533912609945,-0.1908407488931987,-0.1933046523142001,-0.19007691344449942,0.0029963538032624706
0.2371369997660319,0.014861738376317359,0.010183572769165039,0.0004664918089475373,1,5,50,0.8,"{'colsample_bylevel': 1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",-0.19306537669263532,-0.1955400444047291,-0.2040789009845738,-0.1975614406939794,0.004717977077161061,54,-0.1852241125913292,-0.18769917176235684,-0.19625022054808441,-0.1897245016339235,0.004723715697414502
0.35268354415893555,0.006328820854419808,0.00932749112447103,0.000362396519086407,1,3,100,0.8,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.19327608046212663,-0.19825992808097376,-0.20277120965417592,-0.19810240606575877,0.003877970214977991,55,-0.19064297571642205,-0.19263733134633534,-0.1975373922688977,-0.19360589977721834,0.0028967612378585734
0.317698876063029,0.007932160377014752,0.00983103116353353,0.0007575618780854263,1,3,100,0.9,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",-0.19491261972992763,-0.20045657802665295,-0.20112003382980115,-0.19882974386212723,0.002783036650971764,56,-0.19234643681970515,-0.1958187693422897,-0.19614334225029467,-0.19476951613742985,0.001718491960633232
0.27440373102823895,0.005097304990911303,0.013450145721435547,0.002560894929868095,0.9,3,100,1,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",-0.19489548578037896,-0.20183581389241256,-0.20373303298392725,-0.20015477755223957,0.0037986815718503045,57,-0.19321759730117097,-0.19633667790278242,-0.1971084488221348,-0.1955542413420294,0.0016820298487737768
0.30642231305440265,0.00503181382746337,0.010488351186116537,0.0005346324335351192,0.8,3,100,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",-0.19635036222818428,-0.20062844825177936,-0.20476090642587402,-0.2005799056352792,0.0034337618549277866,58,-0.19327863778211227,-0.1945959669763269,-0.19981720310790207,-0.1958972692887804,0.002823502542493732
0.30376537640889484,0.006054115068733523,0.010072628657023111,0.00035198557374159023,0.8,3,100,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.1955378424938197,-0.20048267223019697,-0.20581388765059572,-0.20061146745820413,0.004196166279998369,59,-0.1931289063752877,-0.1973699170335333,-0.20021526523831756,-0.19690469621571285,0.002911636800943253
0.2933703263600667,0.016837229859707606,0.010308663050333658,0.0012959195073444982,1,3,100,1,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",-0.19520677964720107,-0.20239961685908692,-0.20479149433423297,-0.20079929694684032,0.0040732834236523055,60,-0.19322759951943408,-0.19643804962576517,-0.19871307030546997,-0.19612623981688973,0.002250261681641569
0.30803656578063965,0.013739472588420943,0.013071298599243164,0.0023847481064483474,0.8,3,100,1,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1}",-0.19493581901069665,-0.20008527480896754,-0.20825905826248134,-0.20109338402738186,0.005485701971930484,61,-0.1918261197954514,-0.19607147672173872,-0.20109951234392215,-0.1963323696203708,0.0037903386979640506
0.3058060010274251,0.008708244467407011,0.01076968510945638,0.0016115950995813663,0.9,3,100,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-0.1948265005238273,-0.20428587014069377,-0.20506036426789762,-0.20139091164413958,0.004652496126140445,62,-0.19252499485320265,-0.1978532837659714,-0.20059287188052935,-0.19699038349990114,0.0033497370627065207
0.2137153148651123,0.006630736514039194,0.012533744176228842,0.0021694681129964645,0.9,3,75,1,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 75, 'subsample': 1}",-0.19375709959218024,-0.2054827642461099,-0.20496425152378417,-0.2014013717873581,0.00540946004121671,63,-0.19237696129147497,-0.20099389253640634,-0.20013091058266044,-0.19783392147018056,0.003874703881770141
0.3137381076812744,0.012275364943929725,0.013147830963134766,0.004040784983815943,0.9,3,100,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.9}",-0.1928553652115568,-0.2044135086640994,-0.20747360143258095,-0.20158082510274575,0.006295039299453084,64,-0.19068082528528024,-0.19862604527736988,-0.20173636206517467,-0.1970144108759416,0.004655050837946524
0.25434009234110516,0.00537312891925316,0.009854316711425781,0.0004909806772697532,1,3,75,0.8,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 75, 'subsample': 0.8}",-0.19675890263760323,-0.2022247949930855,-0.20754188052684275,-0.20217519271917717,0.004402272014096034,65,-0.19388174070042083,-0.1984355501199075,-0.20064557557631293,-0.1976542887988804,0.002816042435272513
0.24298866589864096,0.0027257537166046585,0.011168718338012695,0.0022403119315404403,0.9,3,75,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 75, 'subsample': 0.8}",-0.1984445969640535,-0.20132445129251667,-0.2068966412871844,-0.20222189651458486,0.0035084012745600717,66,-0.19683930856953463,-0.19803246527449953,-0.20204971335067975,-0.19897382906490466,0.002228856782487291
0.2386013666788737,0.007558658202980226,0.012912988662719727,0.0026223436211518106,0.8,3,75,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 75, 'subsample': 0.9}",-0.1960976342997034,-0.20297513261862102,-0.2078785889407608,-0.20231711861969506,0.004832008545849916,67,-0.19406351338287062,-0.19807540257267786,-0.2024295164403153,-0.19818947746528792,0.0034163588414310732
0.2284379800160726,0.0017358483919748641,0.011095364888509115,0.0018394653133087338,0.8,3,75,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 75, 'subsample': 0.8}",-0.19960282622728504,-0.2013934425590988,-0.20625030997208138,-0.20241552625282175,0.0028084101483536496,68,-0.19776027107004918,-0.1970694252875505,-0.2030901703934469,-0.19930662225034887,0.0026901975624049773
0.24235129356384277,0.010609238876438465,0.010766029357910156,0.0016175176831704913,0.9,3,75,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 75, 'subsample': 0.9}",-0.19884213912919263,-0.20345285026066517,-0.2049553739281424,-0.20241678777266672,0.002601022752181755,69,-0.19697699632906843,-0.19917952244105586,-0.19979983781338853,-0.19865211886117093,0.0012112595134696784
